channel_id,channel_title,custom_url,description,country,published_at,subscriber_count,video_count,view_count,keywords,channel_url
UCuw0GgMlZlAsWvpI8PgCN8g,ENDEVR,@endevrdocs,"ENDEVR explains the world we live in through high-class documentaries, special investigations, explainer videos and animation.
We cover business, economic, geopolitical, society/related topics and everything in between that we find worthwhile and interesting.

New videos are published every Wednesday and Sunday (sometimes also on Fridays).

Quintus Studios GmbH
Gerrit Kemming
Akazienstraße 28
10823 Berlin
hello@quintusstudios.com
+49 30 98 556 174",DE,2019-07-29T08:03:13Z,1340000,539,262336616,"Documentary ""HD Documentary"" ""Full Documentary"" Business ""Business Documentary""",https://www.youtube.com/channel/UCuw0GgMlZlAsWvpI8PgCN8g
UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,@simplilearnofficial,"Simplilearn is the world’s leading online training provider and has helped over 8 million professionals, and corporations acquire the skills they need to succeed in the digital economy. From artificial intelligence to cyber security, and from product management to software development, we work with the world’s leading universities, technology companies, and certification bodies to bring you the latest skills tied to the most rewarding careers. Whether you’re a recent graduate, seasoned professio",US,2009-10-29T07:21:23Z,5560000,9973,483659329,"""cyber security"" blockchain ""digital marketing"" SEO Azure ""machine learning"" ""data science"" ""six sigma artificial intelligence"" ""business analyst"" ""deep learning"" ""social media marketing"" ""Ethical Hacking"" ""cloud computing"" AWS Hadoop ""data analytics"" Salesforce DevOps Ansible Agile Jenkins ""Scrum Master"" ""Project Management"" ""Big Data"" ""Google Analytics"" ""Google Cloud Platform"" ITIL IOT ""R Programming"" Angular React Python ""Soft Skills Training"" Excel Technology ""gen ai"" ""generative ai"" genai",https://www.youtube.com/channel/UCsvqVGtbbyHaMoevxPAq9Fg
UCblzbqxfav83z9cvUHPt_ig,Develop Different,@developdifferent,"Hey Mates! 

I'm Surendaran, a certified mutual fund distributor with 2 years of experience in the financial services industry.

I hold a B.Com undergraduate degree, which laid the foundation for my expertise in financial planning and investment strategies. 

Over the past two years, I've had the privilege of providing basic financial plans to over 500 families, helping them navigate their financial journeys with confidence and clarity.

My dedication to finance extends beyond just my clients. I",IN,2022-11-27T07:15:03.127016Z,9380,185,1599128,"""develop different"" ""stock market in tamil"" ""finance tips in tamil"" ""save money in tamil"" ""mutual funds in tamil"" ""SAVING MONEY TAMIL"" ""credit card in tamil"" ""mutual fund"" ""home loan"" ""personal loan"" ""stock market"" trading ""investing tamil"" ""business tamil""",https://www.youtube.com/channel/UCblzbqxfav83z9cvUHPt_ig
UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,@benshapiro,"Order your signed copy of Lions and Scavengers! 

Ben Shapiro is a renowned conservative political pundit, syndicated columnist, lawyer, and NYT bestselling author. He is Editor Emeritus of news and opinion site The Daily Wire and host of the popular video podcast, The Ben Shapiro Show.

Here you can watch all episodes of Ben's podcast and find clips of his media appearances, along with his college tour speeches and Q&As.

Subscribe to follow Ben everywhere he goes!
",US,2016-11-01T00:13:29Z,7230000,9253,4528797682,"""ben shapiro"" ""ben shapiro debate"" ""ben shapiro best moments"" ""ben shapiro reacts"" ""ben shapiro transgenderism debate"" ""ben shapiro jubilee"" ""ben shapiro reacts to tiktok"" ""ben shapiro reviews"" ""ben shapiro debate with students"" ""ben shapiro wicked"" ""the ben shapiro show"" ""ben shapiro show"" ""ben shapiro interview"" ""daily wire"" ""ben shapiro destiny"" ""ben shapiro sam harris"" ""ben shapiro reviews"" ""ben shapiro barbie"" ""ben shapiro debate with students"" ""ben shapiro debate best moments"" conservative",https://www.youtube.com/channel/UCnQC_G5Xsjhp9fEJKuIcrSw
UCQXwgooTlP6tk2a-u6vgyUA,Zerodha Varsity,@varsitybyzerodha,"Varsity is an extensive and in-depth collection of stock market and financial lessons created by Karthik Rangappa at Zerodha. It is openly accessible to everyone and is one of the largest financial education resources on the web. This channel is the video version of Varsity. 


",IN,2021-12-16T13:35:15.665353Z,630000,577,28847059,zerodha zerodhavarsity stockmarketeducation learntrading stockmarketforbeginners technicalanalysis fundamentalanalysis personalfinance retirementplanning mutualfundinvestment,https://www.youtube.com/channel/UCQXwgooTlP6tk2a-u6vgyUA
UC3oKOKlDjM93TKyKLSCOWSQ,alexplain,@alexplain,"ചുറ്റും നടക്കുന്ന കാര്യങ്ങൾ മനസ്സിലാക്കാൻ പറ്റാതെ വിഷമിക്കുന്ന ആളുകൾക്ക്.
ഈ ലോകത്തെക്കുറിച്ച് കൂടുതൽ അറിയാൻ ആഗ്രഹിക്കുന്നവർക്ക്.
സോഷ്യൽ മീഡിയ, അറിവ് നേടാൻ കൂടി ഉള്ളതാണെന്ന് കരുതുന്നവർക്ക്.

My name is Alex.
What I do is explain.
Welcome to alexplain

alexplain is a Malayalam channel where must-know things around the world are explained in the simplest way possible. The videos cover topics like things to know about India, recent current affairs, explanations on politics, economics, history, scien",IN,2012-11-08T04:54:30Z,783000,284,63288943,"""things you must know"" ""must know"" india kerala ""explained in malayalam"" malayalam explained explanation knowledge ""countries of the world"" ""must know things"" economics ""indian economy"" ""current affairs malayalam"" alexplain ""alex manuel"" ""al explain"" ""alex explain"" ""alex plain"" ""best malayalam youtuber"" ""best malayalam youtube channel"" ""upsc malayalam"" ""civil service malayalam"" history ""alex emmanuel""",https://www.youtube.com/channel/UC3oKOKlDjM93TKyKLSCOWSQ
UCCjG8NtOig0USdrT5D1FpxQ,NewsNation,@newsnation,"America’s source for fact-based, unbiased news for all Americans. 
📺 Find us on your TV: https://www.newsnationnow.com/joinus/
📱  Download our app: https://nnnow.tv/app 
For business and partnership inquiries contact business@newsnationnow.com

",US,2020-05-06T16:17:32.839092Z,2410000,75889,1522915788,"News ""US News"" ""United States"" ""Unbiased News"" ""News Nation"" NewsNation ""Talk Shows"" Banfield ""Ashleigh Banfield"" Cuomo ""Chris Cuomo"" ""Dan Abrams"" ""Leland Vittert"" ""Elizabeth Vargas""",https://www.youtube.com/channel/UCCjG8NtOig0USdrT5D1FpxQ
UCaR5LToCsze1z15n6q85jIQ,Bitcoin Max,@bitcoinmax33," I am ALMOST a Bitcoin maximalist..

This channel is an immersive dive into all things Bitcoin and crypto. While I do believe that Bitcoin is the apex predator asset of the crypto space (and the economy as a whole) I try to stay open-minded about other altcoin projects just in case something better comes along. With that said, that has not happened to this point 😜

My videos include concept overviews, coverage of important events, and big picture discussion. There will be no technical analysis o",US,2020-10-12T19:38:02.169849Z,10700,12,115212,"""personal finance"" crypto investing",https://www.youtube.com/channel/UCaR5LToCsze1z15n6q85jIQ
UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,@gma,"Good Morning America brings you the latest breaking news, expert analysis, helpful advice for everyday living, recipes from the best chefs in the country and live performances from the best musicians on television. Emmy® Award-winning “Good Morning America,” featuring the anchor team of Robin Roberts, George Stephanopoulos, Michael Strahan and chief meteorologist Ginger Zee, airs live 7:00-9:00 a.m. EDT on ABC. 
",US,2015-08-26T18:32:10Z,5360000,46790,3648116112,"gma good morning america news ""robin roberts"" ""michael strahan"" ""George Stephanopoulos"" ""ginger zee"" ""lara spencer"" ""abc news"" ""good morning america"" ""morning TV"" ""broadcast TV"" strahan Stephanopoulos ""morning television"" ""pop news"" ""entertainment news"" ""breaking news"" ""morning show"" entertainment abc ""good morning"" GMA3 ""sam champion"" ""janai norman"" ""whit johnson"" ""summer concert series"" ""good morning america episode"" ""gio benitez"" ""will reeve"" ""sam champion"" ""gma first look"" ""gma full episode""",https://www.youtube.com/channel/UCH1oRy1dINbMVp3UFWrKP0w
UCKMeK-HGHfUFFArZ91rzv5A,Wealthion,@wealthion,"At Wealthion, we show you how to protect and build your wealth by learning from the world’s foremost experts in money, investing, economics, the stock market, real estate and personal finance.

We offer exceptional interviews and explainer videos that dive deep into the trends driving today's markets, the economy, and your own net worth. We give you strategies for financial security, practical answers to questions like “how to grow my investments?”, and solutions for wealth building tailored to ",US,2021-02-18T16:33:46.40789Z,331000,3878,69192130,"""mortgage rate"" ""gold price"" ""silver price today"" gold ""financial advisor"" ""financial planning"" ""how to invest"" ""invest in stocks"" ""how to invest money"" ""how to invest in gold"" ""investment advisor"" ""investment opportunities"" ""invest money"" ""financial investment"" ""how to invest in cryptocurrency"" ""investment analyst"" ""smart investment"" ""investment advice"" ""managing money"" ""best investment strategies"" markets macro fed economy crypto",https://www.youtube.com/channel/UCKMeK-HGHfUFFArZ91rzv5A
UCUI9vm69ZbAqRK3q3vKLWCQ,Mint,@livemint,"Mint presents the latest business and financial news.  Here, we present studio debates, interviews with key government and business individuals, and feature stories focusing on a range of topics from health to personal technology.",,2008-03-05T07:03:28Z,1310000,26580,560342113,"Mint ""Mint Live"" Podcast ""Financial News"" ""Market Updates"" ""Share Market Updates"" ""Share Market Live"" ""Stock Market Live"" ""Market News Live"" ""Ipo News"" ""Business News"" ""Share Market News"" ""Stock Of The Day"" Budget ""Market Trends"" ""Political Leadership"" Health Education Politics Elections ""Election 2024"" Sports Investments ""Investment Strategies"" ""Indian Economy"" ""Guru Portfolios"" Mint ""Mint Live"" Podcast ""Financial News"" ""Market Updates"" ""Business News"" ""Share Market"" ""Political Leadership""",https://www.youtube.com/channel/UCUI9vm69ZbAqRK3q3vKLWCQ
UCn65Ma-zHYgnr56LPAwWDTw,Capital.com,@capitaltrading,"CFDs are complex instruments and come with a high risk of losing money rapidly due to leverage. 79.58% of retail investor accounts lose money when trading CFDs with this provider. You should consider whether you understand how CFDs work and whether you can afford to take the high risk of losing your money. Material presented on this channel is not intended for UK audiences. 

Capital Com SV Investments Ltd (“CCSV”) is a CySEC-regulated firm (license 319/17, reg. no. 354252).
Capital Com Australi",AE,2017-05-15T08:01:45Z,247000,839,15317469,"Capital.com Trading ""Stock market"" Gold Oil CFDs trading silver ""crude oil"" ""natural gas"" Gold Shares stocks",https://www.youtube.com/channel/UCn65Ma-zHYgnr56LPAwWDTw
UCAynUBIkB7gX10An54eEt4A,The News with Kamera Jr.,@kamerajunior,"👔 The #1 Funniest Newsman in the World
🏅 According to my Mom.",US,2017-01-02T22:56:06Z,1040000,1000,625240214,"""kamera jr"" kamera jr ""kamera junior"" junior ""camera jr"" ""camera junior"" comedy news",https://www.youtube.com/channel/UCAynUBIkB7gX10An54eEt4A
UC3HS6gQ79jjn4xHxogw0HiA,Magnet Brains,@magnetbrainseducation,"We are India's leading Ed-Tech platform providing 100% high-quality education across India in both English and Hindi medium. We relentlessly work to deliver the most strategic and innovative learning solutions from the best-in-class faculties.

With the aim of making education accessible to all, we are a one-stop solution for all your academic preparations from Kindergarten to 12th CBSE, Hindi medium (UP Board, Bihar Board) along with NTSE/CUET/CUCET/Olympiads and our other channels catering to ",IN,2016-06-13T08:41:03Z,14000000,59151,3596827107,"""free online lectures"" ""class 12 free online classes"" ""class 11 free online classes"" ""class 10 free online classes"" ""class 9 free online classes"" ""class 8 free online classes"" ""class 10 lectures"" ""class 9 lectures"" ""class 8 lectures"" ""class 7 lectures"" ""class 6 lectures"" ""class 5 lectures"" ""class 4 lectures"" ""class 3 lectures"" ""class 2 lectures"" ""class 1 lectures"" ""kindergarten lectures"" ""cbse lectures"" ""ncert full courses"" ""digraj sir"" ""vibhuti mam"" ""prince sir"" ""cbse 2025"" ""cbse 2025-26""",https://www.youtube.com/channel/UC3HS6gQ79jjn4xHxogw0HiA
UCqTSG1c_Pvf1MyWG_rUhBMQ,America's Lifestyle With RJ,@americaslifestylewithrj,"🙋‍♂️ Get to Know America's Lifestyle With Me, RJ!

👉 About Me:
----------------------
I'm Rajesh, a Caring Son 👵🏻🧓🏻, Supportive Husband 👫, Admirable Father 👨‍👧‍👦, Lovely Brother 👭, Good Friend 👭, Hugger in Chief 🤗 and an Untamed Idiot 🤦🏻‍♂!

👉 Common Questions:
---------------------------------------
🔹 I live in Alabama, USA.
🔹 Born and Brought up in Chennai, Tamil Nadu.
🔹 Completed Engineering in Chennai, Tamil Nadu.
🔹 I'm a Software Engineer.
🔹 I worked in SATYAM & TCS in India.
🔹 I'm married,",US,2022-11-27T02:53:28.95872Z,1200000,623,690172191,"tamil america americas americans us usa united state states of america vlog travel journey tips places place in attractions attraction must see trip advisor hotel to visit the where when how chennai tamilan tamizh tamizha english latest useful explore experience day to life daily everyday chennai lifestyle job ""foreign job"" desi english ""american tamil vlogs"" usatamilvlogs tamilvlogs americaslifestylewithrj",https://www.youtube.com/channel/UCqTSG1c_Pvf1MyWG_rUhBMQ
UCFZ1Dv_jsdIIUgnJVVcbqKQ,Brut America,@brutamerica,"Brut is a global video content publisher covering politics, technology, social justice, culture, and more.

More Brut:
https://www.brut.media/us
https://facebook.com/brutamerica
https://instagram.com/brutamerica
https://twitter.com/brutamerica
https://www.tiktok.com/@brutamerica

",US,2018-10-12T15:27:56Z,518000,4415,318722041,"""brut america"" ""brut media"" brut ""brut youtube"" english",https://www.youtube.com/channel/UCFZ1Dv_jsdIIUgnJVVcbqKQ
UCm3EgGWuCD7MApLuHmWJ8XA,Rahul Malodia Podcast,@rahulmalodiapodcast,"Welcome to Rahul Malodia Podcast - where visionaries, entrepreneurs, and industry leaders share their journeys of success, failures, and financial wisdom. From startup culture to stock market insights, we bring you expert conversations that inspire and educate.

Join us as we host legends who unveil secrets to wealth creation and business growth. Subscribe now and stay ahead in your journey to success!  

CA Rahul Malodia is the founder and CEO of Malodia Business Coaching Pvt. Ltd. He is recogn",IN,2022-05-29T05:53:31.267585Z,1310000,970,362084238,"podcast ""rahul malodia podcast"" ""top podcast"" ""podcast highlights"" ""podcast unplugged"" ""podcast uncut"" ""podcast uncensored"" ""latest podcast"" ""podcast shorts"" ""trending podcast"" ""viral podcast"" ""new podcast"" ""business podcast"" ""educational podcast"" ""motivational podcast"" ""business success podcast"" ""shark tank podcast"" podcasting ""podcast clips"" ""podcast shorts""",https://www.youtube.com/channel/UCm3EgGWuCD7MApLuHmWJ8XA
UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,@financewithsharan,"In a world where people think finance is boring, Sharan Hegde is on a mission to spread financial literacy in each and every Indian household through comedic shorts and entertaining long-form videos.

Sharan Hegde is the founder & CEO of 1% Club - India's biggest finance community which helps people achieve financial independence. He has been featured in Forbes, Economic Times, Mint, Times of India and many more.

Sharan is a Columbia MBA dropout and currently resides in Mumbai. Subscribe to lea",IN,2014-05-29T09:52:24Z,3570000,736,1242353245,"""finance with sharan"" ""the 1% club"" ""the one percent club""",https://www.youtube.com/channel/UCwVEhEzsjLym_u1he4XWFkg
UCq2Sm0h2cDmqKtlaonWNUpQ,LearningMole,@learningmole,"Visit https://www.learningmole.com to access over 400 educational animations. Education today can be minefield for parents, I know as a parent and primary teacher myself, methods of learning are constantly changing and it can be difficult to keep up! The strategies we were taught as children are almost non-existent and it can be difficult to support your child at home as you learn the new methods they are exploring in school. The words 'that’s not how I did in school' are what inspired me to set",GB,2016-12-19T23:13:43Z,254000,743,18734668,"homeschool homeschooling ""Homeschool Resources"" ""Homeschooling free"" ""Maths resources"" ""teaching resources"" ""homeschooling lessons"" ""literacy resources"" ""teaching at home"" ""shapes for kids"" ""colours for kids"" stem ""stem resources"" ""science for kids"" ""maths games for kids"" ""maths activities for kids"" ""recycling for kids"" ""space for kids"" ""learning for kids"" ""coding for kids"" ""learning videos for kids"" ""youtube kid videos"" ""video for kids"" ""lessons learning"" ""english for kids"" ""homeschool UK""",https://www.youtube.com/channel/UCq2Sm0h2cDmqKtlaonWNUpQ
UCnkEhPBMZcEO0QGu51fDFDg,Marginal Revolution University,@marginalrevolutionuniversity,"Our mission at Marginal Revolution University is to give everyone, everywhere free access to a world-class economic education. Whether you’re a teacher, student, or lifelong learner, we have economics resources for you! 

Our videos explore everything from fundamental economic concepts to life’s big questions. You can learn the basics of supply and demand, which career is right for you, the ins-and-outs of economic growth, or how to invest like an economist -- all from one channel. 

In addition",US,2006-10-11T12:56:06Z,399000,1316,60857783,education economics learning supply demand principles,https://www.youtube.com/channel/UCnkEhPBMZcEO0QGu51fDFDg
UC64A-bbH15b5kN5A32CErOA,10 News,@10newsau,"The official YouTube page for 10 News. News from home and abroad, delivered daily.
Tips: tips@networkten.com.au
",AU,2013-07-17T02:22:03Z,1060000,18008,825729457,"Channel10 news ""breaking news"" ""live news"" Politics Sport ""world news"" ""u.s. news"" ""australia news"" australia elections crime ""crime news"" ""true crime"" ""uk news"" economics economy ""sport news"" streaming ""live streaming"" ""Late News"" ""10 Late News"" ""Sandra Sully"" Entertainment ""Entertainment News"" ""australian news"" ""latest news"" headlines breaking ""top stories today"" ""news live"" ""australia new update"" ""news updates"" weather climate ""weather news"" ""10 News"" ""Ten News"" ""10 News+"" ""10 News Plus""",https://www.youtube.com/channel/UC64A-bbH15b5kN5A32CErOA
UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC,@fox5dc,"STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC. FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serve the Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland. Have a news tip? Email fox5dc@fox.com
",,2014-05-02T18:39:11Z,615000,18652,401711363,,https://www.youtube.com/channel/UCHLyP4MuA-JAFBCwxXOEDdA
UCBA9cAuPy9L5IYYXqOduIvw,Encyclopaedia Britannica,@encyclopaediabritannica,Inspiring curiosity and the joy of learning since 1768. The oldest continuously-published work in the English language.,US,2005-12-23T01:52:14Z,69300,816,14079865,Encyclopedia Britannica Education History Science Learning Classroom Academic Facts,https://www.youtube.com/channel/UCBA9cAuPy9L5IYYXqOduIvw
UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business,@foxbusiness,FOX Business Network (FBN) is a financial news channel delivering real-time information across all platforms that impact both Main Street and Wall Street. Headquartered in New York—the business capital of the world—FBN launched in October 2007 and is available in more than 70 million homes in major markets across the United States.,US,2008-02-04T12:35:54Z,3220000,83854,4515149445,"""Fox Business"" business investing startup entrepreneurs technology ""personal finance"" FBN ""Business News""",https://www.youtube.com/channel/UCCXoCcu9Rp7NPbTzIvogpZg
UCs057dA7GkGQHcXbolgp9mQ,finance with niyati,@financewithniyati,In this channel you will get information about economy and business ,,2021-11-12T15:48:20.522794Z,940,43,391632,,https://www.youtube.com/channel/UCs057dA7GkGQHcXbolgp9mQ
UCzk4zJEoZMnjvpoN0HlKjHQ,Trade Achievers,@tradeachievers,"Trade Achievers YouTube channel was created by Mr. K.S Kishore Kumar in 2015, who serves as its Chief Executive Officer. Mr. K.S Kishore Kumar started teaching people to trade and it is his knowledge and experience, coupled with the ability to show people how to trade. Then Trade Achievers Training Academy grew into a private limited company in the year 2016.

Through this channel, we wanted to reach as many people as we can, to provide the knowledge about Trading, Financial planning & about Fin",IN,2015-06-04T18:42:54Z,718000,1276,46530930,"""Share Market"" ""stock market"" intraday trading ""live trading"" ""nifty next"" ""support and resistance"" ""option trading"" ""Volume analysis"" ""open interest"" ""candle sticks trading"" ""trading strategy"" fibonacci ""institution trading"" ""professional trader"" ""basics of share market"" ""learn to trading"" Forex",https://www.youtube.com/channel/UCzk4zJEoZMnjvpoN0HlKjHQ
UCyVwZfOXhV9ieQoCIY6K6EA,LX News,@lxnews,"LX was powered by passionate and engaged storytellers with a mission to inform and inspire. LX News stories focused on depth and context.  This page is a tribute to the thousands of compelling and meaningful stories our team created.

#LXNewsForever

",US,2019-03-18T22:29:02Z,41700,1335,20505318,"nbc nbclx ""nbc lx"" ""local x"" news ""nbc owned stations"" lx lxnews",https://www.youtube.com/channel/UCyVwZfOXhV9ieQoCIY6K6EA
UCi73-p09as4fkn4HK_Xrywg,Chahal Academy,@chahalacademy,"Chahal Academy is India's one of premier and fastest-growing coaching institute for Civil Services Examination (IAS-IPS) which is a nationwide competitive examination for recruitment to various Civil Services of the Government of India, including the Indian Administrative Service(IAS), Indian Forest Service(IFS), and Indian Police Service(IPS).

Chahal Academy follows a unique tested methodology, which helps students to achieve their dream of cracking UPSC CSE and becoming an IAS/IPS/IRS/IFS off",IN,2012-01-28T14:26:29Z,245000,2846,83803560,"""chahal academy"" ""chahal ias academy"" ""chahal academy delhi"" ""chahal ias academy delhi"" ias upsc ""upsc cse"" ""civil services"" ""upsc civil services"" ""ias ips"" ""ias upsc"" ""upsc exam"" ""ias exam"" ""cse exam"" ""upsc cse exam"" ""general studies"" ""ias coaching"" ""best ias coaching"" ""upsc coaching"" ""best upsc coaching"" ""ips coaching"" ""best ips coaching"" ""cse coaching"" ""best cse coaching"" ""civil services coaching"" ""best civil services coaching"" ""current affairs"" ""daily current affairs""",https://www.youtube.com/channel/UCi73-p09as4fkn4HK_Xrywg
UCESBL3qcbb9jLw7jq9gh4nQ,The i Paper,@theipaper,"Catch up on the latest video news from The i Paper, the UK's youngest newspaper.

inews.co.uk is your essential daily briefing, covering everything you need to know about the things that matter – without jargon or bluster.

Whether it's politics or personalities - this channel will keep you up to date with UK and global news. 

🏆 2024 National Newspaper of the Year

📰News: https://inews.co.uk/category/news
📰Politics: https://inews.co.uk/category/news/politics
📰Opinion: https://inews.co.uk/catego",GB,2022-07-19T11:11:37.283395Z,42300,2090,30433804,"""UK News"" Newspapers ""Breaking News"" Documentary ""News video"" ""London news"" ""National news"" ""UK news"" inews ""the i paper"" ""uk politics"" ""keir starmer"" ""rishi sunak"" ""the i"" ipaper",https://www.youtube.com/channel/UCESBL3qcbb9jLw7jq9gh4nQ
UCYPvAwZP8pZhSMW8qs7cVCw,India Today,@indiatoday,"India Today TV is India's leading English News Channel. India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more. 

Stay tuned for all the breaking news in English !",IN,2015-05-23T16:07:12Z,10800000,274046,5222534379,"""english news"" ""english news live"" ""India today"" ""india today live tv"" ""Latest news today"" ""news live today"" ""Breaking News"" ""international news"" ""india today live"" ""india today news"" ""English News Headlines"" ""PM Modi News"" ""Trending video"" ""latest News"" ""US Politics"" ""US President"" ""Global News"" ""Donald Trump"" ""headlines today"" ""israel iran war"" ""Bihar Election 2025"" ""Weather Update"" ""Crime News"" ""Trade War"" ""New GST Rates"" ""trump tariff"" ""Israel Gaza War"" ""India US Relations"" ""ladakh protest""",https://www.youtube.com/channel/UCYPvAwZP8pZhSMW8qs7cVCw
UCxfuVp8xtqKHwAxA8qIP9mQ,Hustlersgang,@hustlersgang,⬇️Make Your First 1k Online With Content Academy 2.0!⬇️,GR,2022-03-09T15:40:01.274649Z,105000,690,161366143,"finance business money entrepreneurship ""make money online"" ""how to make money online"" ""earn money online"" ""how to earn money online"" ""fastest ways to make money online"" ""make money with social media"" ""how to make money with social media"" ""earn money from home"" ""make money from hone"" ""top ways to earn money online"" hustlersgang",https://www.youtube.com/channel/UCxfuVp8xtqKHwAxA8qIP9mQ
UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,@theeconomist,"The Economist videos give authoritative insight and opinion on international news, politics, business, finance, science, technology and the connections between them.

Subscribe to our channel to be the first to see our latest videos.",GB,2009-03-23T18:16:22Z,3620000,1111,394223009,"""The Economist"" news politics ""world affairs"" economist magazine business finance science technology arts history",https://www.youtube.com/channel/UC0p5jTq6Xx_DosDFxVXnWaQ
UCCKpicnIwBP3VPxBAZWDeNA,Money & Macro,@moneymacro,"Keeping you properly informed about the global economy
",BE,2020-01-22T19:14:09.933943Z,613000,115,40545222,"""Central banking"" Finance Economics macroeconomics",https://www.youtube.com/channel/UCCKpicnIwBP3VPxBAZWDeNA
UCpMcsdZf2KkAnfmxiq2MfMQ,Arvin Ash,@arvinash,"Complex Questions - Explained Simply, in about 15 minutes.  I like to ask and answer BIG questions. We use animations, live videos, simple analogies and narration to explain complex subjects in science, technology, consciousness, and other weighty matters.  If you want to understand the true nature of reality, or just have your mind blown once in a while - check us out.",US,2018-04-05T23:48:15Z,1090000,419,114651723,"""arvin ash"" ""who gives a bleep"" ""complex questions Explained simply"" money finance science ""money mondays"" ""quantum physics"" arvin ""quantum mechanics"" consciousness ""nature of reality"" spirituality ""quantum mechanics"" gravity physics ""complex science questions"" ""origin of life"" mechanics engineering ""artificial intelligence"" ai ""existential questions"" ""classical physics"" chemistry atom ""fundamental forces"" QCD QED ""ADS-CFT correspondence"" ""big bang"" ""physics crash course""",https://www.youtube.com/channel/UCpMcsdZf2KkAnfmxiq2MfMQ
UCy0B-Tk5xjnyQ0Q9bYJ03zA,"Birkbeck, University of London",@birkbeckvideo,"Birkbeck is different, we’re experienced at providing an education that fits around you, with study options in the evening, daytime, full-time, part-time, on-campus and online. We’re part of the University of London, and located in the heart of London. Explore our YouTube channel to discover what it is like to study at Birkbeck and be part of our community. This is a channel for videos produced by Birkbeck, University of London. ",GB,2009-06-11T12:35:00Z,25200,2026,3787203,"Birkbeck ""birkbeck college"" ""london university"" ""university of london"" bbk birbeck ""evening study"" ""higher education"" ""part-time study"" ""world class research"" ""teaching institution"" ""quality teaching""",https://www.youtube.com/channel/UCy0B-Tk5xjnyQ0Q9bYJ03zA
UCO3pT4ZI8x2RVqYWxxcrZsw,upGrad,@upgrad_edu,"Learn the skills employers want with upGrad (click the link below).

At upGrad, we believe learning should fit your career goals. From professional courses to motivational content, we bring you resources to grow at your own pace.

Click on “Home” to begin.

About Us:
Started in 2015, upGrad is India’s leading online education company helping professionals build their careers. We offer job-linked programs, executive courses, Master’s, and Doctoral degrees in partnership with top universities.

Wi",IN,2015-08-06T13:26:18Z,236000,1567,365416107,"upgrad ""upgrad review"" ""upgrad reviews"" ""upgrad experience"" ""upgrad mba"" ""generative ai courses"" ""online courses with certifications"" ""upgrad abroad"" ""top univeristies"" ""what is upgrad?"" ""upgrad data science"" ""upgrad machine learning"" ""upgrad Artificial intelligence"" ""upgrad management"" ""online higher education platform"" ""upgrad software and development"" ""upgrad bootcamps"" ""upgrad tutorials"" ""upgrad alumni"" ""upgrad testimonials"" ""upGrad DBA""",https://www.youtube.com/channel/UCO3pT4ZI8x2RVqYWxxcrZsw
UC8fThw1O4sPhLlgSrfgwAGA,theGrio,@thegrio,"theGrio.com, owned by Entertainment Studios LLC, is the first video-centric news community site devoted to providing African-Americans with stories and perspectives that appeal to them but are underrepresented in existing national news outlets. TheGrio features aggregated and original video packages, news articles, and blogs on topics from breaking news, politics, health, business, and entertainment, which concern its niche audience.

The goal of theGrio is to be the news portal that satisfies t",US,2008-12-08T16:45:56Z,102000,5626,38726554,"black african-american african american news opinion politics health lifestyle money entertainment culture history video college sports community NBC women racism BLM ""the grio"" ""thegrio awards"" ""eboni williams"" ""michael harriott"" ""black podcast""",https://www.youtube.com/channel/UC8fThw1O4sPhLlgSrfgwAGA
UCV24suhWKzn20liG5_TDJXA,TARGET 2.0,@target2.074,,,2020-09-04T15:06:02.729524Z,853,190,440606,"""Drishti IAS"" ""IAS interview"" ""upsc interview"" ""ias interview in hindi"" ""ias interview kaisa hota hai"" ""how to crack upsc"" ""how to prepration in upsc"" UPSC ""UPSC FEAR"" ""crack upsc"" ""target upsc"" ""target for upsc"" ""UPSC motivation"" ""upsc motivational"" ""upsc interview in hindi"" ""how to prepare in interview"" ""interview kaisa hota h"" ""interview mekaise react karna chahiye""",https://www.youtube.com/channel/UCV24suhWKzn20liG5_TDJXA
